Acquisitions ID,Child,Parent,Year Acquired,Deal Date,Price,Status,Terms,Acquisition Profile,News,News Link,Location,City,symbol,Industry
Microsoft acquired Yammer in 2012,Yammer,Microsoft,2012,25/06/2012,"$1,200,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/78b34285f80f8cbf112688c50eb35428,With $1.2 Billion Yammer Buy Microsoft’s Social Enterprise Strategy Takes Shape | TechCrunch,http://techcrunch.com/2012/06/25/its-official-microsoft-confirms-it-has-acquired-yammer-for-1-2-billion-in-cash/,USA,Unknown,MSFT,Technology
Microsoft acquired Zoomit in 1999,Zoomit,Microsoft,1999,7/07/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/dd5431222d273da9e182269a24deb9fa,CRN Channel News,"http://www.crn.com/news/channel-programs/18831987/microsoft-buys-metadirectory-vendor-zoomit.htm,jsessionid=fdmrd2DuAWM88nIAoTQuYg**.ecappj03",USA,Unknown,MSFT,Technology
Microsoft acquired Zoomix in 2008,Zoomix,Microsoft,2008,14/07/2008,"$35,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/5068f71234996d5816edcabcacdc8943,Enterprise | TechCrunch,http://techcrunch.com/enterprise/,USA,Unknown,MSFT,Technology
Monster acquired Hotjobs in 2010,Hotjobs,Monster,2010,3/02/2010,"$225,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/37b5748ed0d2eb61831c24c9cab8db4d,Monster Buys HotJobs from Yahoo for $225 Million | TechCrunch,http://techcrunch.com/2010/02/03/yahoo-hotjobs-monster-225-million/,USA,Unknown,MNST,Consumer Defensive
Nokia acquired Amber Networks in 2001,Amber Networks,Nokia,2001,25/07/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/36f7c492ea03f2f86056053ad09a07ec,Nokia acquired Amber Networks,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=828256,USA,Unknown,NOK,Technology
Nokia acquired Bit-side in 2009,Bit-side,Nokia,2009,27/01/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/837b4ebadcedb5667897b6dc68e20e97,Nokia acquired Bit-side,http://www.nokia.com/press/press-releases/showpressrelease?newsid=1285188,USA,Unknown,NOK,Technology
Nokia acquired Cellity in 2009,Cellity,Nokia,2009,24/07/2009,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/8e7fe507fa339068a7f526d9e791503f,Nokia acquired Cellity,http://www.foxbusiness.com/story/markets/industries/telecom/nokia-acquire-cellity/,USA,Unknown,NOK,Technology
Nokia acquired Desti in 2014,Desti,Nokia,2014,30/05/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/162cc080d4fae6138273ae30c5ce7dcb,Nokia Buys Desti To Add AI To HERE Maps Will Shut App Down | TechCrunch,http://techcrunch.com/2014/05/30/nokia-buys-sri-spinout-desti-to-add-ai-to-its-here-mapping-business/,USA,Unknown,NOK,Technology
Nokia acquired Diamond Lane Communications in 1999,Diamond Lane Communications,Nokia,1999,16/02/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1d1a2f5884413c9af5d782ffa36b0999,Nokia acquired Diamond Lane Communications,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=777307,USA,Unknown,NOK,Technology
Nokia acquired DiscoveryCom in 2000,DiscoveryCom,Nokia,2000,8/08/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/568e1b000f6108c752ae22e91482252d,Nokia acquired DiscoveryCom,http://press.nokia.com/PR/200008/786802.html,USA,Unknown,NOK,Technology
Nokia acquired Dopplr in 2009,Dopplr,Nokia,2009,28/09/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/cd81c13e717e4781b9f1932bd47e176b,Nokia acquired Dopplr,http://www.nokia.com/press/press-releases/showpressrelease?newsid=1344044,USA,Unknown,NOK,Technology
Nokia acquired earthmine in 2012,earthmine,Nokia,2012,13/11/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e64d78133d58e30bbbb17b59461a3c8b,Nokia Steps Up Its Mapping-Quest Buys Earthmine For 3D Street Level Imaging | TechCrunch,http://techcrunch.com/2012/11/13/nokia-steps-up-in-its-mapping-quest-buys-earthmine-for-3d-street-level-imaging/,USA,Unknown,NOK,Technology
Nokia acquired Eizel Technologies in 2003,Eizel Technologies,Nokia,2003,22/04/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6d0cbe925d713b011c729c61f0696f76,Nokia acquired Eizel Technologies,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=899917,USA,Unknown,NOK,Technology
Nokia acquired Enpocket in 2007,Enpocket,Nokia,2007,8/10/2007,"$100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/11c63b0303ae414dbf85f55438c5dba2,,,USA,Unknown,NOK,Technology
Nokia acquired gate5 in 2006,gate5,Nokia,2006,1/09/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7db17a7e1f4765b7cda4ea34a8b24cec,Nokia acquired gate5,http://www.thealarmclock.com/euro/archives/2006/09/nokia_acquires_vcbac.html,USA,Unknown,NOK,Technology
Nokia acquired inTALK in 1999,inTALK,Nokia,1999,18/02/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f01fa17d2a0d8a5fec1d04189ddec917,Nokia acquired inTALK,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=777298,USA,Unknown,NOK,Technology
Nokia acquired Intellisync in 2006,Intellisync,Nokia,2006,10/02/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ddb242833c99bdbb425e2e7243317c0d,Nokia acquired Intellisync,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=1034184,USA,Unknown,NOK,Technology
Nokia acquired Ipsilon Networks in 1997,Ipsilon Networks,Nokia,1997,9/12/1997,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7dc787f6476e21aee86c72272a536d4e,Nokia acquired Ipsilon Networks,http://press.nokia.com/PR/199712/776463_5.html,USA,Unknown,NOK,Technology
Nokia acquired Medio in 2014,Medio,Nokia,2014,12/06/2014,Undisclosed amount,Pending,Undisclosed,http://www.crunchbase.com/acquisition/afa5a67db6c535542a3f8c246bbab8fb,Nokia acquires Medio Systems,http://www.itweb.co.za/index.php?id=135332,USA,Unknown,NOK,Technology
Nokia acquired Mesaplexx in 2014,Mesaplexx,Nokia,2014,6/06/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/d7b587ae21bdd72489366815b182e650,Nokia buys compact radio systems expert Mesaplexx | Nokia Solutions and Networks,http://nsn.com/news-events/press-room/press-releases/nokia-buys-compact-radio-systems-expert-mesaplexx?utm_source=dlvr.it&utm_medium=twitter,USA,Unknown,NOK,Technology
Nokia acquired MetaCarta in 2010,MetaCarta,Nokia,2010,9/04/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3ce617d22a2cd1e50e4462355b1816f5,Nokia acquired MetaCarta,http://www.freshnews.com/news/309122/nokia-acquires-metacarta-inc,USA,Unknown,NOK,Technology
Nokia acquired Motally in 2010,Motally,Nokia,2010,20/08/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d82f5d5a1344427f294e7e3aa69734e5,Nokia acquired Motally,http://techcrunch.com/2010/08/20/nokia-buys-ron-conway-backed-mobile-analytics-startup-motally/,USA,Unknown,NOK,Technology
Nokia acquired Navteq in 2008,Navteq,Nokia,2008,10/07/2008,"$8,100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ce2f7f9f8dc2f019fcc2aa30c78292cb,Nokia to Pay $8.1 Billion for Navteq,http://www.businessweek.com/stories/2007-10-01/nokia-to-pay-8-dot-1-billion-for-navteqbusinessweek-business-news-stock-market-and-financial-advice,USA,Unknown,NOK,Technology
Nokia acquired NE-Products in 1998,NE-Products,Nokia,1998,17/09/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c801cff9b0eb208b09d3dc845b684b5b,Nokia acquired NE-Products,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=778543,USA,Unknown,NOK,Technology
Nokia acquired Network Alchemy in 2000,Network Alchemy,Nokia,2000,1/02/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4247ee80e43532a35cb1f9e50a2cd8ed,Nokia acquired Network Alchemy,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=775433,USA,Unknown,NOK,Technology
Nokia acquired Nokia Solutions and Networks in 2013,Nokia Solutions and Networks,Nokia,2013,7/08/2013,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/295fe2347272016740ca13de5c2c5cd5,Nokia buys out renames Nokia Siemens Networks | PCWorld,http://www.pcworld.com/article/2046126/nokia-buys-out-renames-nokia-siemens-networks.html,USA,Unknown,NOK,Technology
Nokia acquired Novarra in 2010,Novarra,Nokia,2010,26/03/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/45b8c307743cd8719aff5cfc034d17e9,Nokia Buys Mobile Web Browser Company Novarra | TechCrunch,http://techcrunch.com/2010/03/26/nokia-buys-mobile-web-browser-startup-novarra/,USA,Unknown,NOK,Technology
Nokia acquired OZ Communications in 2008,OZ Communications,Nokia,2008,30/09/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ba6a725e0693544f2d06d7d74b31c988,Nokia acquired OZ Communications,http://www.nokia.com/A4136001?newsid=1255654,USA,Unknown,NOK,Technology
Nokia acquired Pixto in 2007,Pixto,Nokia,2007,1/04/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/944f452a425fbe3829f91f3d39fa2a53,Way Finder,http://www.nokia.com/global/wayfinder/,USA,Unknown,NOK,Technology
Nokia acquired Plazes in 2008,Plazes,Nokia,2008,23/06/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0726346a501b14ca1f37464e4a029dbb,Nokia acquired Plazes,http://google.com,USA,Unknown,NOK,Technology
Nokia acquired Plum in 2009,Plum,Nokia,2009,11/09/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0726bbc4d3cda7d658c9eea9b8b557f0,Nokia acquired Plum,http://paidcontent.org/article/419-nokia-buys-plum-social-network-service/,USA,Unknown,NOK,Technology
Nokia acquired Ramp Networks in 2000,Ramp Networks,Nokia,2000,7/12/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b869f510dbcc409f2f84906735b68a4c,Nokia acquired Ramp Networks,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=801368,USA,Unknown,NOK,Technology
Nokia acquired Rooftop Communicationsin 1999,Rooftop Communications,Nokia,1999,2/09/1999,"$57,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/2aa9c567196b8a0856f9f254e965bebe,Nokia acquired Rooftop Communications,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=776032,USA,Unknown,NOK,Technology
Nokia acquired Scalado in 2012,Scalado,Nokia,2012,1/06/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6d8535eab2b51b01af36f45a9ce490e9,Teknoseed,http://www.teknoseed.se/?pid=3#n137,USA,Unknown,NOK,Technology
Nokia acquired Sega in 2003,Sega,Nokia,2003,22/09/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f6e2fee653379690ac647ddb95973f2d,Nokia acquired Sega,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=918198,USA,Unknown,NOK,Technology
Nokia acquired Smarterphone in 2012,Smarterphone,Nokia,2012,7/01/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ea27a6f29fdf68ea17975cd619f249bc,Nokia acquired Smarterphone,http://ibnlive.in.com/news/nokia-buys-norwegian-startup-smarterphone/218652-11.html,USA,Unknown,NOK,Technology
Nokia acquired Symbian Software Ltd. in 2008,Symbian Software Ltd.,Nokia,2008,24/06/2008,"$340,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/b437fa9ead115c419e53d6c9c00039d9,Nokia Acquires Symbian Opens It Up,http://mashable.com/2008/06/24/nokia-acquires-symbian/,USA,Unknown,NOK,Technology
Nokia acquired Telekol Corporation in 1999,Telekol Corporation,Nokia,1999,22/10/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/96b12b1c478cf2456542643c94e5a17c,Nokia acquired Telekol Corporation,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=775379,USA,Unknown,NOK,Technology
Nokia acquired TrollTech in 2008,TrollTech,Nokia,2008,28/01/2008,"$153,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/964329927276393fbb37afb80e1e0edd,Nokia Acquires Trolltech For $153 Million | TechCrunch,http://techcrunch.com/2008/01/28/nokia-acquires-trolltech-for-153-million/,USA,Unknown,NOK,Technology
Nokia acquired Twango in 2007,Twango,Nokia,2007,1/07/2007,"$96,800,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/862cffc847de4179f3cfb7b242d6e891,,,USA,Unknown,NOK,Technology
Nokia acquired User Interface Design in 1998,User Interface Design,Nokia,1998,20/08/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/88734b7fc79afe047a75342ed8f06622,Dealipedia - Nokia acquires UID (User Interface Design),http://www.dealipedia.com/deal_view_acquisition.php?r=9196,USA,Unknown,NOK,Technology
Nokia acquired Vienna Systems Corporation in 1998,Vienna Systems Corporation,Nokia,1998,18/12/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2afe2ee166782e60559b44cbb10a79ad,Nokia acquired Vienna Systems Corporation,http://www.nokia.com/press/press-releases/archive/archiveshowpressrelease?newsid=778250,USA,Unknown,NOK,Technology
Oracle acquired 360Commerce in 2006,360Commerce,Oracle,2006,18/01/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/aaacac49506fe126b6fdd0d3358deda1,Oracle buys 360Commerce - San Francisco Business Times,http://www.bizjournals.com/sanfrancisco/stories/2006/01/16/daily34.html,USA,Unknown,ORCL,Technology
Oracle acquired Acme Packet in 2013,Acme Packet,Oracle,2013,4/02/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6f9b143895f2f186a2e8068fcfd04e68,Oracle to Acquire Acme Packet,http://www.pehub.com/2013/02/oracle-acquire-acme-packet/,USA,Unknown,ORCL,Technology
Oracle acquired Active Reasoning in 2007,Active Reasoning,Oracle,2007,30/09/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0011d89ca8255919bdb8dd34f5aee2cc,Oracle's Acquisition Growth - The Wall Street Journal Online,http://online.wsj.com/public/resources/documents/st_ELLISON_20090211.html,USA,Unknown,ORCL,Technology
Oracle acquired AdminServer in 2008,AdminServer,Oracle,2008,1/05/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3f1f0ef43dc62f3053ac53afbd37a5a7,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2008_may/adminserver.html,USA,Unknown,ORCL,Technology
Oracle acquired Advanced Visual Technology in 2008,Advanced Visual Technology,Oracle,2008,1/10/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/80bc866943e796ed36b9be28279ef548,Oracle Buys Advanced Visual Technology,http://www.reuters.com/article/2008/10/01/idUS112374+01-Oct-2008+PRN20081001,USA,Unknown,ORCL,Technology
Oracle acquired Agile Software in 2007,Agile Software,Oracle,2007,29/06/1905,"$495,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/7c85139319391bbb51accff3e32c6fae,Oracle to acquire lifecycle management software co. Agile for $495M,http://venturebeat.com/2007/05/15/oracle-to-acquire-lifecycle-management-software-co-agile-for-495m/,USA,Unknown,ORCL,Technology
Oracle acquired AmberPoint in 2010,AmberPoint,Oracle,2010,2/07/1905,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2746a20d430f46cfe390f2f5800d6282,Oracle Buys AmberPoint To Boost Application Management And Performance Offerings | TechCrunch,http://techcrunch.com/2010/02/08/oracle-buys-amberpoint-to-boost-application-management-and-performance-offerings/,USA,Unknown,ORCL,Technology
Oracle acquired ATG (Art Technology Group) in 2011,ATG (Art Technology Group),Oracle,2011,5/01/2011,"$1,000,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8efb67d1e184e98223389aff6d270d4b,Oracle to pay $1B for e-commerce pioneer ATG - Boston Business Journal,http://www.bizjournals.com/boston/blog/mass-high-tech/2010/11/oracle-to-pay-1b-for-e-commerce-pioneer-atg.html,USA,Unknown,ORCL,Technology
Oracle acquired BEA Systems in 2008,BEA Systems,Oracle,2008,16/01/2008,"$8,500,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/93438a519a69959879efe7a775ac2a9f,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2008_jan/bea.html,USA,Unknown,ORCL,Technology
Oracle acquired Bharosa in 2007,Bharosa,Oracle,2007,18/07/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9c5efd9d8510d5ba250654a00fdc19fa,Oracle Corporation acquired Bharosa,http://www.thealarmclock.com/mt/archives/2007/07/oracle_buys_id.html,USA,Unknown,ORCL,Technology
Oracle acquired BigMachines in 2013,BigMachines,Oracle,2013,24/10/2013,"$400,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e856d7c127cd5f00eca5d2e69a00a20f,Oracle Corporation acquired BigMachines,http://www.businessinsider.in/Source-Oracle-Paid-Over-400-Million-For-BigMachines-To-Grab-More-Salesforce-Customers/articleshow/24619613.cms,USA,Unknown,ORCL,Technology
Oracle acquired Bitzer Mobile in 2013,Bitzer Mobile,Oracle,2013,18/11/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/df1558247ce753c199b07016fc5f494b,Oracle and Bitzer Mobile,http://www.oracle.com/us/corporate/acquisitions/bitzermobile/index.html,USA,Unknown,ORCL,Technology
Oracle acquired BlueKai in 2014,BlueKai,Oracle,2014,24/02/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e532a5ad40f8d878bde7d1bf8517f812,Oracle Buys BlueKai,http://www.marketwatch.com/story/oracle-buys-bluekai-2014-02-24-8173543?reflink=MW_news_stmp,USA,Unknown,ORCL,Technology
Oracle acquired Bridgestream in 2007,Bridgestream,Oracle,2007,17/08/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/5ef17f1e86c631542cac67443b5968eb,Oracle buys Bridgestream follows purchase of Bharosa,http://venturebeat.com/2007/08/17/oracle-buys-bridgestream-follows-purchase-of-bharosa/,USA,Unknown,ORCL,Technology
Oracle acquired ClearApp in 2008,ClearApp,Oracle,2008,2/09/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5ac621a987d6427cd652218421383c9b,Error Page 404UNIVERSAL-FRAGMENTS,http://www.oracle.com/us/corporate/press/2008_sep/clearapp.html,USA,Unknown,ORCL,Technology
Oracle acquired ClearTrial in 2012,ClearTrial,Oracle,2012,29/03/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3d6ae094d76ab6910df43c07f8b13d94,Oracle Buys ClearTrial | FreshNews.com,http://www.freshnews.com/news/630564/oracle-buys-cleartrial-,USA,Unknown,ORCL,Technology
