symbol,name
RITM^A,"Rithm Capital Corp. 
7.50%
Series A
Fixed-to-Floating Rate
Cumulative
Redeemable
Preferred Stock 

( company name: Rithm Capital Corp.)"
TRTN^B,Triton International Limited
FITBI,Fifth Third Bancorp Depository Shares
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate
VMCA,Valuence Merger Corp. I Class A Ordinary Shares
KRG,Kite Realty Group Trust Common Stock
ALCO,"Alico, Inc. Common Stock"
WCC^A,"WESCO International, Inc."
SYF^B,Synchrony Financial
MNST,Monster Beverage Corporation
EMN,Eastman Chemical Company Common Stock
VRME,"VerifyMe, Inc. Common Stock"
MS^Q,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 6.625% Non-Cumulative Preferred Stock, Series Q"
CHDN,"Churchill Downs, Incorporated Common Stock"
OCCIN,"OFS Credit Company, Inc. 5.25% Series E Term Preferred Stock Due 2026"
GLTO,"Galecto, Inc. Common Stock"
POLEU,Andretti Acquisition Corp. II Unit
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares
TCBX,"Third Coast Bancshares, Inc. Common Stock"
PG,Procter & Gamble Company (The) Common Stock
HI,Hillenbrand Inc Common Stock
APEI,"American Public Education, Inc."
JHI,John Hancock Investors Trust Common Stock
CHE,Chemed Corp
BWNB,"Babcock & Wilcox Enterprises, Inc."
SMBC,"Southern Missouri Bancorp, Inc. Common Stock"
NXP,Nuveen Select Tax Free Income Portfolio Common Stock
MOBBW,Mobilicom Limited Warrants
TWN,"Taiwan Fund, Inc. (The) Common Stock"
OFS,OFS Capital Corporation Common Stock
KBDC,"Kayne Anderson BDC, Inc. Common Stock"
VMC,Vulcan Materials Company (Holding Company) Common Stock
SITC,SITE Centers Corp. Common Stock
GBLI,"Global Indemnity Group, LLC"
BFRGW,"Bullfrog AI Holdings, Inc. Warrants"
TRN,"Trinity Industries, Inc. Common Stock"
TWLO,Twilio Inc. Class A Common Stock
CACC,Credit Acceptance Corporation Common Stock
BJRI,"BJ's Restaurants, Inc. Common Stock"
BOKF,BOK Financial Corporation Common Stock
TVTX,"Travere Therapeutics, Inc. Common Stock"
GOSS,"Gossamer Bio, Inc. Common Stock"
INKT,"MiNK Therapeutics, Inc. Common Stock"
DHI,"D.R. Horton, Inc. Common Stock"
AGYS,"Agilysys, Inc. Common Stock (DE)"
NGL^C,NGL Energy Partners LP 9.625% Class C Fixed-to-Floating Rate Cumulative Redemeable Perpetual Preferred Units representing limited partner interests
NBBK,"NB Bancorp, Inc. Common Stock"
TBN,Tamboran Resources Corporation
VNO^N,Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares)
CXAIW,CXApp Inc. Warrant
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc Common Stock"
VNO^L,Vornado Realty Trust Pfd Ser L
LAMR,Lamar Advertising Company Class A Common Stock
JNPR,"Juniper Networks, Inc."
BIPH,Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081
FLNC,"Fluence Energy, Inc. Class A Common Stock"
ABR^D,Arbor Realty Trust Inc.
ELTK,Eltek Ltd. Ordinary Shares.
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares
NOVT,Novanta Inc. Common Stock
KNSL,"Kinsale Capital Group, Inc. Common Stock"
DIST,Distoken Acquisition Corporation Ordinary Shares
CRVL,CorVel Corp. Common Stock
CURB,Curbline Properties Corp. Common Stock
FBRT^E,"Franklin BSP Realty Trust, Inc."
CHMG,Chemung Financial Corp Common Stock
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026
UNP,Union Pacific Corporation Common Stock
NYMTM,"New York Mortgage Trust, Inc."
BML^L,Bank of America Corporation
PRIF^G,"Priority Income Fund, Inc. 6.25% Series G Preferred Stock Due 2026"
AGNCM,AGNC Investment Corp.
TECTP,"Tectonic Financial, Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock"
TELZ,Tellurian Inc.
STEL,"Stellar Bancorp, Inc. Common Stock"
JOB,GEE Group Inc. Common Stock
IIPR^A,"Innovative Industrial Properties, Inc."
SNV^E,Synovus Financial Corp.
RPRX,Royalty Pharma plc Class A Ordinary Shares
BRX,Brixmor Property Group Inc. Common Stock
MBCN,Middlefield Banc Corp. Common Stock
ELVN,"Enliven Therapeutics, Inc. Common Stock"
MS,Morgan Stanley Common Stock
WPC,W. P. Carey Inc. REIT
DOX,Amdocs Limited Ordinary Shares
C^N,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS)
RAND,Rand Capital Corporation Common Stock
POOL,Pool Corporation Common Stock
AXNX,"Axonics, Inc. Common Stock"
HESM,Hess Midstream LP Class A Share
UNTY,"Unity Bancorp, Inc. Common Stock"
THRM,Gentherm Inc Common Stock
GABC,"German American Bancorp, Inc. Common Stock"
RGR,"Sturm, Ruger & Company, Inc. Common Stock"
UFPI,"UFP Industries, Inc. Common Stock"
TCBK,TriCo Bancshares Common Stock
GEHC,GE HealthCare Technologies Inc.
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026
EIG,Employers Holdings Inc Common Stock
MRNA,"Moderna, Inc. Common Stock"
SUN,Sunoco LP Common Units
FTAIO,FTAI Aviation Ltd.
AFL,AFLAC Incorporated Common Stock
TSN,"Tyson Foods, Inc. Common Stock"
AIZ,"Assurant, Inc. Common Stock"
SAY,Saratoga Investment Corp 8.125% Notes due 2027
CPK,Chesapeake Utilities Corporation Common Stock
CIGI,Colliers International Group Inc.
SITE,"SiteOne Landscape Supply, Inc. Common Stock"
CVNA,Carvana Co. Class A Common Stock
TOPS,"TOP Ships, Inc. Common Stock"
PM,Philip Morris International Inc Common Stock
ET,Energy Transfer LP Common Units
ALL,Allstate Corporation (The)
ECCF,Eagle Point Credit Company Inc.
HBAN,Huntington Bancshares Incorporated Common Stock
RF,Regions Financial Corporation Common Stock
BKDT,Brookdale Senior Living Inc.
SJM,The J.M. Smucker Company Common Stock
EXEEL,Expand Energy Corporation Class C Warrants
WAL,Western Alliance Bancorporation Common Stock (DE)
HQY,"HealthEquity, Inc. Common Stock"
IEP,"Icahn Enterprises, L.P."
LUMN,"Lumen Technologies, Inc. Common Stock"
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026
CWST,"Casella Waste Systems, Inc."
ALTM,Arcadium Lithium plc Ordinary Shares
GBDC,"Golub Capital BDC, Inc. Common Stock"
CSAN,Cosan S.A. ADS
INTA,"Intapp, Inc. Common Stock"
ENV,"Envestnet, Inc Common Stock"
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock
FTAIP,FTAI Aviation Ltd.
MTX,Minerals Technologies Inc.
UTZ,Utz Brands Inc.
SBCF,Seacoast Banking Corporation of Florida Common Stock
TROX,Tronox Holdings plc Ordinary Shares (UK)
PCTTU,"PureCycle Technologies, Inc."
SGHC,Super Group (SGHC) Limited Ordinary Shares
GO,Grocery Outlet Holding Corp. Common Stock
NAPA,"The Duckhorn Portfolio, Inc. Common Stock"
WSBCP,"WesBanco, Inc."
AMN,AMN Healthcare Services Inc
ZUO,"Zuora, Inc. Class A Common Stock"
OCFCP,OceanFirst Financial Corp.
DEA,"Easterly Government Properties, Inc. Common Stock"
RES,"RPC, Inc. Common Stock"
FSCO,FS Credit Opportunities Corp. Common Stock
FORTY,Formula Systems (1985) Ltd. American Depositary Shares
CSWCZ,Capital Southwest Corporation
MBINM,Merchants Bancorp
SCCC,Sachem Capital Corp.
RC,Ready Capital Corporation Common Stock
EVRI,Everi Holdings Inc. Common Stock
CDZIP,"Cadiz, Inc."
OPK,"OPKO Health, Inc. Common Stock"
GOOS,Canada Goose Holdings Inc.
AMSF,"AMERISAFE, Inc. Common Stock"
LFMDP,"LifeMD, Inc. 
8.875%, Series A Cumulative Perpetual, Preferred Stock"
FIP,FTAI Infrastructure Inc. Common Stock
FCRX,"Crescent Capital BDC, Inc. 5.00%"
HROWL,"Harrow, Inc."
SPLP,Steel Partners Holdings LP Ltd Partnership Unit
FUFU,BitFuFu Inc. Class A Ordinary Shares
SCWX,SecureWorks Corp. Class A Common Stock (SCWX)
BALY,Bally's Corporation Common Stock
KELYA,"Kelly Services, Inc."
KELYB,"Kelly Services, Inc."
MRNO,Murano Global Investments PLC Ordinary Shares
RFI,"Cohen & Steers Total Return Realty Fund, Inc. Common Stock"
LEGH,Legacy Housing Corporation Common Stock (TX)
GMRE,Global Medical REIT Inc. Common Stock
SNDL,SNDL Inc. Common Shares
RVNC,"Revance Therapeutics, Inc. Common Stock"
SRDX,"Surmodics, Inc. Common Stock"
AGS,"PlayAGS, Inc. Common Stock"
SAGE,"Sage Therapeutics, Inc. Common Stock"
BIOX,Bioceres Crop Solutions Corp. Ordinary Shares
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest
SENEB,Seneca Foods Corp. Class B Common Stock
TPTA,"Terra Property Trust, Inc. 6.00% Notes due 2026"
SD,"SandRidge Energy, Inc. Common Stock"
DDT,Dillard's Capital Trust I
YSG,Yatsen Holding Limited
DDD,3D Systems Corporation Common Stock
AENT,Alliance Entertainment Holding Corporation Class A Common Stock
GUT,Gabelli Utility Trust (The) Common Stock
HRZN,Horizon Technology Finance Corporation Common Stock
PSTL,"Postal Realty Trust, Inc. Class A Common Stock"
CRESW,Cresud S.A.C.I.F. y A. Warrant
CUB,Lionheart Holdings Class A Ordinary Shares
IVCP,Swiftmerge Acquisition Corp. Class A Ordinary Share
OFSSH,OFS Capital Corporation 4.95% Notes due 2028
LYEL,"Lyell Immunopharma, Inc. Common Stock"
PEPG,PepGen Inc. Common Stock
BTMD,Biote Corp. Class A Common Stock
BARK,"BARK, Inc. Class A Common Stock"
NREF,"NexPoint Real Estate Finance, Inc. Common Stock"
PSTX,"Poseida Therapeutics, Inc. Common Stock"
LUNG,Pulmonx Corporation Common Stock
WRN,Western Copper and Gold Corporation
OBIO,"Orchestra BioMed Holdings, Inc."
INGN,"Inogen, Inc Commun Stock."
LCNB,LCNB Corporation Common Stock
FINW,FinWise Bancorp Common Stock
MFIN,Medallion Financial Corp.
SKIN,The Beauty Health Company Class A Common Stock
SNFCA,Security National Financial Corporation Class A Common Stock
ORGN,"Origin Materials, Inc. Common Stock"
LATG,Chenghe Acquisition I Co. Class A Ordinary Shares
HPAI,Helport AI Limited Ordinary Shares
ASTLW,Algoma Steel Group Inc. Warrant
LOGC,ContextLogic Inc.
RMNI,"Rimini Street, Inc. (DE) Common Stock"
III,Information Services Group Inc. Common Stock
INO,"Inovio Pharmaceuticals, Inc."
ARC,"ARC Document Solutions, Inc. Common Stock"
TOUR,Tuniu Corporation American Depositary Shares
RMBI,"Richmond Mutual Bancorporation, Inc."
MNSB,"MainStreet Bancshares, Inc. Common Stock"
FNWD,Finward Bancorp Common Stock
BRLS,Borealis Foods Inc.
CAAS,"China Automotive Systems, Inc."
TLYS,"Tilly's, Inc."
VBFC,Village Bank and Trust Financial Corp. Common Stock
MOND,"Mondee Holdings, Inc. Class A Common Stock"
CVGI,"Commercial Vehicle Group, Inc. Common Stock"
RVSB,Riverview Bancorp Inc Common Stock
AGEN,Agenus Inc. Common Stock
CBAT,"CBAK Energy Technology, Inc. Common Stock 
CBAT ->  CBAK Energy Technology, Inc. Common Stock"
CPHC,Canterbury Park Holding Corporation 'New' Common Stock
ENGNW,enGene Holdings Inc.
LGCL,Lucas GC Limited Ordinary Shares
MAYS,"J. W. Mays, Inc. Common Stock"
SNYR,Synergy CHC Corp. Common Stock
AIFU,Fanhua Inc. American Depositary Shares
SLNG,"Stabilis Solutions, Inc. Common Stock"
NESRW,National Energy Services Reunited Corp Warrants
SUP,"Superior Industries International, Inc. Common Stock (DE)"
IKNA,"Ikena Oncology, Inc. Common Stock"
LIEN,"Chicago Athletic Association BDC, Inc. was mislabeled LIEN is actually,  LIEN (Lien Bio Pharma Corp) common stock. 

Chicago Atlantic BDC, Inc. common stock has ticker CLIE not LIEN"
MIST,Milestone Pharmaceuticals Inc. Common Shares
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest
ICCH,"ICC Holdings, Inc."
IOR,"Income Opportunity Realty Investors, Inc. Common Stock"
VTSI,"VirTra, Inc. Common Stock"
ARKOW,ARKO Corp. Warrant
IHTA,Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest
SELX,Semilux International Ltd. Ordinary Shares
CNTB,Connect Biopharma Holdings Limited American Depositary Shares
PPSI,"Pioneer Power Solutions, Inc. Common Stock"
ROLR,"High Roller Technologies, Inc."
DHAI,"DIH Holdings US, Inc. Class A Common Stock"
NSPR,InspireMD Inc. Common Stock
BYFC,Broadway Financial Corporation Class A Common Stock
LOAN,"Manhattan Bridge Capital, Inc."
FDSB,"Fifth District Bancorp, Inc. Common Stock"
BCOW,"Bancorpsouth ($BCOW) - has been renamed to  Bancorsouth or ""Busey and will be renamed to Busey"" is incorrect; Busey  had a merger with, Bancorsouth  in 4/2020: name = BancorSOUTH
Name: BancorpSouth Inc."
BEDU,Bright Scholar Education Holdings Limited
SGRP,"SPAR Group, Inc. Common Stock"
MDXH,MDxHealth SA Ordinary Shares
BBLGW,Bone Biologics Corp Warrants
LLAP,Terran Orbital Corporation
FATBW,FAT Brands Inc. Warrant
AIRTP,"AIR T, INC."
TCBS,"Texas Community Bancshares, Inc."
IDN,"Intellicheck, Inc. Common Stock"
CFSB,"CFSB Bancorp, Inc. Common Stock"
CDROW,"Codere Online Luxembourg, S.A. Warrants"
NTZ,"Natuzzi, S.p.A."
DXR,Daxor Corporation Common Stock
IXHL,Incannex Healthcare Inc. Common Stock
HUIZ,Huize Holding Limited American Depositary Shares
USIO,"Usio, Inc. Common Stock"
TLF,"Tandy Leather Factory, Inc. Common Stock"
ADGM,"Adagio Medical Holdings, Inc Common Stock"
ANTX,"ANTX - AN2 Therapeutics, Inc. Common Stock 

(""ANTX"" is mapped to ""AN2 Therapeutics, Inc. Common Stock"")"
LGL,"LGL Group, Inc. (The) Common Stock"
AFRIW,Forafric Global PLC Warrants
SVT,"Servotronics, Inc. Common Stock"
TALKW,"Talkspace, Inc. Warrant"
CKX,"CKX Lands, Inc. Common Stock"
MDRRP,"Medalist Diversified REIT, Inc. Series A Cumulative Redeemable Preferred Stock"
NEOVW,NeoVolta Inc. Warrant
CNTM,"ConnectM Technology Solutions, Inc. Common Stock"
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares
LOCL,Local Bounti Corporation Common Stock
AREN,"The Arena Group Holdings, Inc. Common Stock."
SWAG,"Stran & Company, Inc."
BTCS,BTCS Inc. Common Stock
BIAF,"bioAffinity Technologies, Inc. Common Stock"
PALT,"Paltalk, Inc. Common Stock"
CMLS,Cumulus Media Inc. Class A Common Stock
SLGL,Sol-Gel Technologies Ltd.
YHGJ,Yunhong Green CTI Ltd. Common Stock
CVR,Chicago Rivet & Machine Co. Common Stock
USGOW,U.S. GoldMining Inc.
YQ,17 Education & Technology Group Inc.
MKDW,MKDWELL Tech Inc. Ordinary Share
CWD,CaliberCos Inc. Class A Common Stock
GIGM,GigaMedia Limited Ordinary Shares
TRIB,Trinity Biotech plc American Depositary Shares
ARBEW,Arbe Robotics Ltd. Warrant
CYCCP,"Cyclacel Pharmaceuticals, Inc. 6% Convertible Preferred Stock"
ELSE,"Electro-Sensors, Inc. Common Stock"
STRR,"Star Equity Holdings, Inc. Common Stock"
BIAFW,"bioAffinity Technologies, Inc. Warrant"
BLIN,"Bridgeline Digital, Inc. Common Stock"
BTBD,"BT Brands, Inc. Common Stock"
PIIIW,P3 Health Partners Inc.
AWX,Avalon Holdings Corporation Common Stock
TCTM,TCTM Kids IT Education Inc. American Depositary Shares
QSIAW,Quantum-Si Incorporated Warrant
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership
QH,Quhuo Limited American Depository Shares
XELAP,"Exela Technologies, Inc."
UPC,Universe Pharmaceuticals Inc. Ordinary Shares
ASNS,"Actelis Networks, Inc. Common Stock"
LCFYW,Locafy Limited Warrant
PXSAW,Pyxis Tankers Inc. Warrant
MBRX,"Moleculin Biotech, Inc. Common Stock"
AENTW,Alliance Entertainment Holding Corporation Warrants
NUZE,"NuZee, Inc. Common Stock"
MVSTW,"Microvast Holdings, Inc. 
Note: There is a 'Warrants' part in the original data which we will ignore for this task to map the ticker correctly."
ATPC,Agape ATP Corporation Common Stock
BENF,Beneficient Class A Common Stock
IFBD,"Infobird Co., Ltd Ordinary Shares"
SOBR,"SOBR Safe, Inc. Common Stock"
DSYWW,Big Tree Cloud Holdings Limited Warrants
CURIW,CuriosityStream Inc.
BNRG,Brenmiller Energy Ltd Ordinary Shares
OPTXW,"Syntec Optics Holdings, Inc. Warrant"
DHAIW,"DIH Holding US, Inc. Warrants"
TOIIW,"The Oncology Institute, Inc. Warrant"
GRDIW,GRIID Infrastructure Inc. Warrant
FOXXW,Foxx Development Holdings Inc. Warrant
PETWW,Wag! Group Co Warrant
FGIWW,FGI Industries Ltd. Warrant
RVSNW,Rail Vision Ltd. Warrant
ANGHW,Anghami Inc. Warrants
CDIOW,"Cardio Diagnostics Holdings Inc. Warrant 
CDIOW"
CELUW,Celularity Inc. Warrant
HOVRW,New Horizon Aircraft Ltd. Warrant
NMHIW,Nature's Miracle Holding Inc. Warrants
CEROW,"CerO Therapeutics Holdings, Inc. Warrants"
WLDSW,Wearable Devices Ltd. Warrant
RMCOW,Royalty Management Holding Corporation Warrant
CPTNW,"Cepton, Inc. Warrant"
XOSWW,"Xos, Inc. Warrants."
SURGW,"SurgePays, Inc. Warrant"
PRENW,Prenetics Global Limited Warrant
ISPOW,Inspirato Incorporated Warrant
SXTPW,"60 Degrees Pharmaceuticals, Inc. Warrant"
NCNCW,noco-noco Inc. Warrant
RELIW,"Reliance Global Group, Inc. Series A Warrants"
BTCTW,BTC Digital Ltd. Warrant
BENFW,Beneficent Warrant
KPLTW,"Katapult Holdings, Inc."
GSMGW,"Cheer Holding, Inc. Warrant expiry 2/13/2025"
AREBW,"American Rebel Holdings, Inc. Warrants"
AAM,AA Mission Acquisition Corp. Class A Ordinary Shares
ACABU,Atlantic Coastal Acquisition Corp. II Unit
ACP^A,Abndn Income Credit Strategies Fund 5.250% Series A Perpetual Preferred Stock
AEAE,AltEnergy Acquisition Corp. Class A Common Stock
AHT^F,Ashford Hospitality Trust Inc
AIMAU,Aimfinity Investment Corp. I Unit
AITRU,AI Transportation Acquisition Corp
ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares
ALDFU,Aldel Financial II Inc. Units
ALF,Centurion Acquisition Corp. Class A Ordinary Shares
ALFUU,Centurion Acquisition Corp. Unit
ALL^B,Allstate Corporation (The)
ALSA,Alpha Star Acquisition Corporation Ordinary Shares
ALSAW,Alpha Star Acquisition Corporation Warrants
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant
APXIU,APx Acquisition Corp. I Unit
APXIW,APx Acquisition Corp. I Warrant
AQU,Aquaron Acquisition Corp. Common Stock
AQUNU,Aquaron Acquisition Corp. Units
ATEK,Athena Technology Acquisition Corp. II Class A Common Stock
ATMC,AlphaTime Acquisition Corp Ordinary Shares
BAYAR,Bayview Acquisition Corp Right
BAYAU,Bayview Acquisition Corp Unit
BC^A,Brunswick Corporation
BCSAU,Blockchain Coinvestors Acquisition Corp. I Unit
BFAC,"Battery Future Acquisition Corp. Class A Ordinary Shares 
('BFAC') = Battery Future Acquisition Corp."
BIO/B,"Bio-Rad Laboratories, Inc."
BKHAU,Black Hawk Acquisition Corporation Units
BLEUR,bleuacacia ltd Rights
BLEUU,bleuacacia ltd
BNIX,Bannix Acquisition Corp. Common Stock
BOWN, Bowen Acquisition Corp Ordinary Shares
BOWNU,Bowen Acquisition Corp Unit
BRKHU,BurTech Acquisition Corp. Unit
BRW,Saba Capital Income & Opportunities Fund SBI
BSII,Black Spade Acquisition II Co Class A Ordinary Share
BSIIU,Black Spade Acquisition II Co Unit
BSIIW,Black Spade Acquisition II Co Warrant
BUJAR,Bukit Jalil Global Acquisition 1 Ltd. Rights
BUJAU,Bukit Jalil Global Acquisition 1 Ltd. Unit
CCIA,Carlyle Credit Income Fund 8.75% Series A Preferred Shares due 2028
CCIX,Churchill Capital Corp IX Ordinary Shares
CCTS,Cactus Acquisition Corp. 1 Limited Class A Ordinary Share
CFFS,CF Acquisition Corp. VII Class A Common Stock
CITEU,Cartica Acquisition Corp Unit
CLRC,ClimateRock Class A Ordinary Shares
CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands)
CRD/B,Crawford & Company
CSLM,CSLM Acquisition Corp. Class A Ordinary Share
CSLMU,CSLM Acquisition Corp. Unit
CUBI^E,"Customers Bancorp, Inc."
CUBWU,Lionheart Holdings Unit
DECA,Denali Capital Acquisition Corp. Class A Ordinary Shares
DECAU,Denali Capital Acquisition Corp. Unit
DISTW,Distoken Acquisition Corporation Warrant
DPCSU,DP Cap Acquisition Corp I Unit
DTSQR,DT Cloud Star Acquisition Corporation Right
DTSQU,DT Cloud Star Acquisition Corporation Units
DUET,DUET Acquisition Corp. Class A Common Stock
DYCQ,DT Cloud Acquisition Corporation Ordinary Shares
EFC^C,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock
